TeamId,TeamName,SubmissionDate,Score
281680,"deepak 5","2016-02-24 07:57:34",0.77511
282944,rise3812,"2016-02-28 03:03:37",0.76555
282944,rise3812,"2016-02-28 05:27:28",0.78468
282944,rise3812,"2016-02-28 10:00:03",0.80382
287454,"aske nielsen","2016-03-06 16:38:50",0.78468
287454,"aske nielsen","2016-03-06 18:08:55",0.80382
178947,"Jahnab Kr. Deka","2016-04-26 09:54:26",0.81339
317629,"Mike Schubert","2016-04-29 17:35:11",0.72248
317629,"Mike Schubert","2016-04-29 17:53:09",0.75598
317629,"Mike Schubert","2016-04-29 18:11:25",0.77511
317751,dataheads,"2016-04-29 23:04:37",0.77511
321310,LimJunYuen,"2016-05-07 09:18:31",0.62679
321310,LimJunYuen,"2016-05-07 09:30:22",0.76555
321310,LimJunYuen,"2016-05-08 06:46:30",0.77990
321310,LimJunYuen,"2016-05-08 07:29:38",0.78468
321310,LimJunYuen,"2016-05-10 14:54:33",0.80382
323762,Pajek,"2016-05-12 15:08:46",0.76555
323778,鈴木健一,"2016-05-12 15:35:58",0.69377
323778,鈴木健一,"2016-05-12 15:50:13",0.75598
323778,鈴木健一,"2016-05-12 16:05:02",0.77511
321310,LimJunYuen,"2016-05-15 10:36:21",0.81339
325226,RyanCaldwell,"2016-05-16 02:42:31",0.76076
325226,RyanCaldwell,"2016-05-16 02:52:20",0.76555
325226,RyanCaldwell,"2016-05-16 03:13:33",0.79904
326279,"Paulo Pinto","2016-05-18 14:51:51",0.77511
323778,鈴木健一,"2016-05-20 08:05:10",0.78468
323778,鈴木健一,"2016-05-21 03:46:59",0.78947
323778,鈴木健一,"2016-05-21 12:53:59",0.79425
326279,"Paulo Pinto","2016-05-23 19:39:16",0.93301
301764,SurajPatil,"2016-05-24 08:35:21",0.76076
328779,"Pedro H S Cunha","2016-05-24 15:26:11",0.75598
328779,"Pedro H S Cunha","2016-05-24 19:00:12",0.76555
301764,SurajPatil,"2016-05-25 13:15:34",0.77033
301764,SurajPatil,"2016-05-25 13:45:49",0.78468
301764,SurajPatil,"2016-05-25 14:26:02",0.79904
301764,SurajPatil,"2016-05-25 16:07:54",0.81339
331516,"Ahmed Besbes","2016-05-28 17:52:48",0.67464
331516,"Ahmed Besbes","2016-05-28 21:55:26",0.76076
331516,"Ahmed Besbes","2016-05-29 11:16:49",0.77511
331516,"Ahmed Besbes","2016-05-30 16:27:25",0.78468
333012,AXA_Souriyo,"2016-05-31 14:19:49",0.76555
331516,"Ahmed Besbes","2016-05-31 22:57:28",0.79904
333012,AXA_Souriyo,"2016-06-01 12:47:53",0.77990
327161,azurewu,"2016-06-02 15:44:37",0.70813
336925,"Diego Nul","2016-06-08 18:51:15",0.76555
327161,azurewu,"2016-06-09 13:57:57",0.78468
337665,lyssav,"2016-06-10 01:34:42",0.78468
338841,TimmEichstädt,"2016-06-12 10:05:50",0.56937
338841,TimmEichstädt,"2016-06-13 05:30:23",0.75598
339928,kgoto,"2016-06-14 06:30:51",0.77033
340306,enrikevieira,"2016-06-15 01:19:04",0.63636
340306,enrikevieira,"2016-06-17 04:02:23",0.64593
340306,enrikevieira,"2016-06-17 16:45:25",0.78468
341571,ChrisWaring,"2016-06-18 18:12:06",0.71770
341571,ChrisWaring,"2016-06-18 18:23:54",0.75598
331516,"Ahmed Besbes","2016-06-18 23:54:27",0.81339
340306,enrikevieira,"2016-06-24 01:36:41",0.80382
344005,"Naoki Narimatsu","2016-06-25 06:51:03",0.76555
345279,"shinichi arimasu","2016-06-29 09:50:47",0.73684
346424,"Santosh Sharma","2016-07-03 16:23:50",0.78468
346424,"Santosh Sharma","2016-07-03 18:54:09",0.79904
346424,"Santosh Sharma","2016-07-08 09:35:55",0.81339
344005,"Naoki Narimatsu","2016-07-10 14:15:50",0.77033
349320,"Mason  2","2016-07-13 14:08:48",0.62679
349320,"Mason  2","2016-07-14 01:41:33",0.77990
349320,"Mason  2","2016-07-16 03:45:34",0.78468
349320,"Mason  2","2016-07-17 05:50:26",0.81339
345279,"shinichi arimasu","2016-07-21 03:06:33",0.74641
345279,"shinichi arimasu","2016-07-21 03:47:00",0.76076
345279,"shinichi arimasu","2016-07-21 04:06:35",0.77511
345279,"shinichi arimasu","2016-07-21 04:14:07",0.77990
351829,YuryChistyakov,"2016-07-21 12:52:00",0.76555
352379,ParulPandey,"2016-07-23 06:58:23",0.62679
352379,ParulPandey,"2016-07-23 07:14:17",0.76555
352898,"Mallikharjuna Rao Manchem","2016-07-25 10:19:14",0.76076
353301,"NarendraPrasad Karumanchi","2016-07-26 09:04:48",0.62679
353687,IjonTichy,"2016-07-29 15:32:29",0.00000
353687,IjonTichy,"2016-07-29 15:42:25",0.74162
353687,IjonTichy,"2016-08-01 14:50:08",0.77033
356428,"Mahidhar Dwarampudi","2016-08-02 14:03:24",0.75119
353301,"NarendraPrasad Karumanchi","2016-08-08 14:59:19",0.76555
353301,"NarendraPrasad Karumanchi","2016-08-09 19:33:57",0.78468
359495,DatSci,"2016-08-11 15:16:28",0.76555
359495,DatSci,"2016-08-11 16:20:19",0.77511
359495,DatSci,"2016-08-11 17:04:24",0.78468
360202,petrushev,"2016-08-14 13:48:20",0.77511
360202,petrushev,"2016-08-14 13:53:36",0.78947
360202,petrushev,"2016-08-14 14:21:30",0.79425
361253,yusk,"2016-08-18 07:31:26",0.69856
361253,yusk,"2016-08-18 09:14:39",0.76555
353301,"NarendraPrasad Karumanchi","2016-09-03 12:52:54",0.78947
353301,"NarendraPrasad Karumanchi","2016-09-03 14:14:08",0.79904
265668,ashukumar27,"2016-09-04 11:25:15",0.79425
265668,ashukumar27,"2016-09-04 11:48:38",0.81339
367273,RaviVats,"2016-09-04 12:43:32",0.36842
353301,"NarendraPrasad Karumanchi","2016-09-05 18:43:59",0.80861
370306,yousuke,"2016-09-12 08:46:34",0.76555
370306,yousuke,"2016-09-12 08:57:35",0.78468
372966,analyticsdojo,"2016-09-19 02:45:49",0.62679
373736,foxpowa,"2016-09-20 19:25:09",0.72248
373736,foxpowa,"2016-09-20 22:51:20",0.75119
375668,"Ho Chung Siu","2016-09-25 04:37:47",0.78468
375668,"Ho Chung Siu","2016-09-25 04:55:55",0.79425
380392,"Llorenç Badiella","2016-10-05 14:19:16",0.76076
382116,SmrutiranjanTripathy,"2016-10-09 06:23:56",0.76555
382116,SmrutiranjanTripathy,"2016-10-09 06:26:18",0.77511
385055,"Cesar Giglio","2016-10-12 07:51:29",0.75119
317751,dataheads,"2016-10-19 19:38:31",0.77990
391929,RyanJamesMcCall,"2016-10-23 22:23:49",0.76555
391929,RyanJamesMcCall,"2016-10-30 00:21:29",0.77990
398634,VCU320001,"2016-11-03 18:42:01",0.76555
399554,MangoMoon,"2016-11-04 22:50:12",0.76555
399554,MangoMoon,"2016-11-08 04:54:16",0.77033
399554,MangoMoon,"2016-11-08 06:17:25",0.77511
399554,MangoMoon,"2016-11-08 07:25:36",0.77990
402503,AlexeiRamotar,"2016-11-08 15:34:32",0.78947
368419,articulate,"2016-11-10 04:01:10",0.73684
399554,MangoMoon,"2016-11-11 20:47:14",0.78468
405379,MatthewBowling,"2016-11-13 21:02:52",0.47846
407176,"Mayank 9","2016-11-15 19:45:30",0.77990
244438,baskets2k,"2016-11-15 23:21:54",0.78468
244438,baskets2k,"2016-11-15 23:40:50",0.80382
410650,"Lucila Chiarvetto Peralta","2016-11-18 14:38:07",0.75598
410650,"Lucila Chiarvetto Peralta","2016-11-18 17:10:57",0.77990
414279,"Sarfaraz Ahmed Abbasi","2016-11-24 00:09:11",0.73205
414279,"Sarfaraz Ahmed Abbasi","2016-11-24 00:48:15",0.95215
410650,"Lucila Chiarvetto Peralta","2016-11-25 18:21:37",0.78468
410650,"Lucila Chiarvetto Peralta","2016-11-25 19:13:58",0.78947
416134,"Jasper Alblas","2016-11-27 19:57:12",0.76555
416134,"Jasper Alblas","2016-11-28 14:04:46",0.77990
187661,"Aurélien Massiot","2016-11-28 15:58:15",0.00000
187661,"Aurélien Massiot","2016-11-29 09:13:11",0.39712
187661,"Aurélien Massiot","2016-11-29 09:14:26",0.54066
187661,"Aurélien Massiot","2016-11-29 13:39:14",0.76555
187661,"Aurélien Massiot","2016-11-29 15:30:18",0.78947
155230,"Eric Peterson","2016-12-05 10:57:59",0.80382
187661,"Aurélien Massiot","2016-12-05 13:37:20",0.79904
423908,vdnq,"2016-12-05 21:13:31",0.74162
425734,"Ganesh 7","2016-12-06 11:15:11",0.80382
70836,"Team Aranka","2016-12-12 10:24:56",0.74162
423908,vdnq,"2016-12-12 14:49:45",0.76555
423908,vdnq,"2016-12-12 15:08:55",0.79425
440154,radosny,"2016-12-31 15:26:20",0.71291
441708,Hariprasath,"2017-01-02 11:55:06",0.23923
442392,"Daniel Hernandez","2017-01-03 18:48:11",0.76555
443680,"Nguyen Tran","2017-01-06 03:42:57",0.74641
443680,"Nguyen Tran","2017-01-07 12:21:54",0.77511
443680,"Nguyen Tran","2017-01-09 10:46:37",0.77990
443680,"Nguyen Tran","2017-01-09 10:54:51",0.78947
443680,"Nguyen Tran","2017-01-10 07:50:10",0.79425
442392,"Daniel Hernandez","2017-01-10 19:02:24",0.78468
344005,"Naoki Narimatsu","2017-01-11 07:17:11",0.78947
449721,GeonwooKim,"2017-01-15 07:05:57",0.62679
450255,AnnieJi,"2017-01-16 06:00:00",0.76555
443680,"Nguyen Tran","2017-01-16 13:14:54",0.79904
344005,"Naoki Narimatsu","2017-01-18 08:13:48",0.79425
452204,ЕгорНевежин,"2017-01-19 09:52:55",0.61722
452204,ЕгорНевежин,"2017-01-19 12:29:18",0.76076
454891,andyOR,"2017-01-23 21:57:51",0.78468
454891,andyOR,"2017-01-23 22:30:23",0.80382
455074,StevenChau,"2017-01-24 05:07:28",0.74162
344005,"Naoki Narimatsu","2017-02-03 06:14:33",0.79904
455074,StevenChau,"2017-02-07 04:15:45",0.74641
472804,BWilly,"2017-02-08 15:56:41",0.76555
476113,"Nicholas Čapek","2017-02-10 11:14:23",0.62679
479255,excitoon,"2017-02-11 12:07:19",0.76555
479255,excitoon,"2017-02-11 13:04:44",0.78468
456278,"Roman Beltyukov","2017-02-16 18:34:21",0.76555
479373,"Praveen Singh","2017-02-17 01:55:45",0.77033
476113,"Nicholas Čapek","2017-02-18 12:30:43",0.78468
398342,MZT,"2017-02-23 13:01:24",0.74162
398342,MZT,"2017-02-23 13:01:48",0.76555
398342,MZT,"2017-02-23 16:15:47",0.77511
398342,MZT,"2017-02-23 16:17:51",0.78947
503892,"Ayan Banerjee.","2017-02-25 11:49:19",0.76555
503892,"Ayan Banerjee.","2017-02-25 11:54:30",0.78468
503892,"Ayan Banerjee.","2017-02-25 13:28:01",0.78947
503892,"Ayan Banerjee.","2017-02-26 08:26:04",0.79904
479373,"Praveen Singh","2017-02-27 03:56:40",0.78468
456278,"Roman Beltyukov","2017-03-09 13:32:57",0.77033
529012,DingRunner,"2017-03-11 20:08:56",0.77033
187661,"Aurélien Massiot","2017-03-14 10:13:11",0.88516
479373,"Praveen Singh","2017-03-15 05:02:10",0.79904
548386,"Ismael 2","2017-03-20 15:00:35",0.63157
548386,"Ismael 2","2017-03-20 15:19:14",0.76555
559115,"Hiroaki Igarashi","2017-03-23 06:19:14",0.78947
407176,"Mayank 9","2017-03-29 14:39:08",0.79425
576062,awrockwell,"2017-03-29 16:44:51",0.55980
576062,awrockwell,"2017-03-29 17:38:10",0.79425
407176,"Mayank 9","2017-03-31 13:54:14",0.79904
407176,"Mayank 9","2017-03-31 19:01:41",0.80382
584959,ShivamSingla,"2017-04-01 11:02:52",0.62679
584959,ShivamSingla,"2017-04-01 11:54:09",0.76555
584959,ShivamSingla,"2017-04-01 13:42:07",0.78468
552188,srfrnk,"2017-04-08 14:29:56",0.72727
552188,srfrnk,"2017-04-09 15:33:26",0.76555
611428,"Karan 9","2017-04-14 16:22:48",0.78468
611428,"Karan 9","2017-04-15 06:16:59",0.79425
626663,EdisonLee,"2017-04-22 08:26:48",0.76076
626663,EdisonLee,"2017-04-22 08:40:24",0.77511
628757,"Ng Bo Lin","2017-04-23 15:10:45",0.74641
620867,impulsecorp,"2017-04-23 21:10:31",0.77511
628757,"Ng Bo Lin","2017-04-24 00:59:41",0.77511
628757,"Ng Bo Lin","2017-04-24 01:47:05",0.78468
628757,"Ng Bo Lin","2017-04-25 02:12:34",0.79904
533505,VincentLugat,"2017-04-25 17:18:03",0.78468
533505,VincentLugat,"2017-04-25 18:40:53",0.79904
533505,VincentLugat,"2017-04-26 15:48:01",0.80382
533505,VincentLugat,"2017-04-27 13:29:56",0.81818
636092,"Vasiliy Nechaev","2017-04-27 23:36:38",0.62679
636092,"Vasiliy Nechaev","2017-04-27 23:45:22",0.76555
636092,"Vasiliy Nechaev","2017-04-28 00:04:47",0.78468
643341,"Hiroshi Kimura","2017-05-01 02:00:55",0.00000
643341,"Hiroshi Kimura","2017-05-01 02:09:46",0.79425
652705,GarethJones,"2017-05-05 14:57:10",0.70813
652705,GarethJones,"2017-05-05 16:05:08",0.77033
337665,lyssav,"2017-05-07 13:19:02",0.80382
657879,DanielLundergreen,"2017-05-08 01:29:15",0.73684
657879,DanielLundergreen,"2017-05-08 01:44:16",0.76076
652705,GarethJones,"2017-05-09 10:11:51",0.79425
662934,"Bayo Adekanmbi","2017-05-10 14:40:03",0.81339
667457,ShubhamShukla,"2017-05-13 07:02:53",0.74162
662934,"Bayo Adekanmbi","2017-05-14 12:33:29",0.91866
662934,"Bayo Adekanmbi","2017-05-14 12:42:03",0.92344
615040,DJ_GOPRO,"2017-05-19 05:37:12",0.76555
667457,ShubhamShukla,"2017-05-28 09:34:43",0.78947
700190,"Jack Guan","2017-05-29 10:27:55",0.78468
720238,rosh,"2017-06-06 16:22:02",0.77990
720238,rosh,"2017-06-06 16:23:45",0.79425
720238,rosh,"2017-06-06 16:24:28",0.80382
677933,AlexanderBosse,"2017-06-07 11:03:48",0.00000
677933,AlexanderBosse,"2017-06-07 11:12:26",0.77033
718714,orbifold,"2017-06-08 14:10:25",0.62200
596379,"Shigeru Kuroyanagi","2017-06-09 07:22:57",0.76555
722863,Mahsa,"2017-06-10 12:13:15",0.73684
722863,Mahsa,"2017-06-10 15:23:30",0.74641
722863,Mahsa,"2017-06-11 11:30:26",0.79425
718714,orbifold,"2017-06-11 12:08:40",0.76076
722863,Mahsa,"2017-06-11 14:32:01",0.80382
718714,orbifold,"2017-06-14 01:18:41",0.76555
735363,ScottShepard,"2017-06-14 11:54:47",0.78468
735363,ScottShepard,"2017-06-14 12:08:11",0.80382
726506,shrike27,"2017-06-15 14:51:09",0.78468
740189,"Youngin Paul Kim","2017-06-17 05:03:34",0.62679
740189,"Youngin Paul Kim","2017-06-17 05:20:45",0.76555
740189,"Youngin Paul Kim","2017-06-17 06:02:33",0.77990
740189,"Youngin Paul Kim","2017-06-17 06:17:32",0.78468
718714,orbifold,"2017-06-17 20:38:11",0.77511
718714,orbifold,"2017-06-18 00:03:42",0.77990
741973,"Sanjit Singh Chouhan","2017-06-18 14:53:52",0.70813
741973,"Sanjit Singh Chouhan","2017-06-18 14:59:30",0.74641
741973,"Sanjit Singh Chouhan","2017-06-18 15:49:59",0.77033
741973,"Sanjit Singh Chouhan","2017-06-18 15:53:34",0.77511
741973,"Sanjit Singh Chouhan","2017-06-19 05:54:41",0.77990
718714,orbifold,"2017-06-20 00:35:22",0.79904
718714,orbifold,"2017-06-20 14:52:32",0.80382
117113,akrot,"2017-06-22 12:50:53",0.80382
740189,"Youngin Paul Kim","2017-06-24 05:27:55",0.78947
741823,sat0xb,"2017-06-24 09:01:57",0.77033
749163,ShotaKikuchi,"2017-06-24 13:15:21",0.76555
749163,ShotaKikuchi,"2017-06-24 13:48:25",0.77511
696452,bniere,"2017-06-27 02:00:38",0.76555
762361,"Kadir Malak","2017-06-29 23:51:41",0.76555
762361,"Kadir Malak","2017-07-02 18:40:58",0.77990
696452,bniere,"2017-07-04 00:53:42",0.77033
767662,benchmarks,"2017-07-04 15:25:28",0.76076
769796,yuchio,"2017-07-05 12:20:33",0.76555
769796,yuchio,"2017-07-05 12:49:40",0.78947
663853,VinayBhargav,"2017-07-05 21:07:34",0.72248
663853,VinayBhargav,"2017-07-07 03:01:19",0.74162
611054,"Mohit Chourasia","2017-07-08 09:05:19",0.73205
611054,"Mohit Chourasia","2017-07-08 14:56:05",0.73684
611054,"Mohit Chourasia","2017-07-08 15:00:12",0.74641
740189,"Youngin Paul Kim","2017-07-12 02:20:08",0.79425
785104,"Yogesh Kumar Purohit","2017-07-12 20:29:09",0.75598
782416,TheSaint321,"2017-07-14 14:25:01",0.78947
788314,"Fahad Ikram","2017-07-14 17:51:02",0.69856
788314,"Fahad Ikram","2017-07-14 17:54:57",0.76555
790877,HanbyeolLee,"2017-07-16 04:50:48",0.62679
790877,HanbyeolLee,"2017-07-16 05:20:11",0.76555
789407,hidetomo,"2017-07-16 14:10:20",0.77990
789407,hidetomo,"2017-07-17 08:46:54",0.79425
792761,"Mike Matusiak","2017-07-17 09:23:28",0.64114
792761,"Mike Matusiak","2017-07-17 14:34:33",0.79904
800044,exKAZUu,"2017-07-20 12:33:57",0.76555
800126,"Toby Saliba","2017-07-20 14:52:03",0.73205
800044,exKAZUu,"2017-07-20 16:08:52",0.77033
800126,"Toby Saliba","2017-07-21 08:58:53",0.74641
790877,HanbyeolLee,"2017-07-23 09:06:45",0.78947
622125,"Elena 6","2017-07-23 14:20:08",0.77511
800126,"Toby Saliba","2017-07-24 12:37:43",0.76076
722863,Mahsa,"2017-07-26 16:13:14",0.88516
800044,exKAZUu,"2017-07-27 08:41:20",0.79904
818172,dongzide,"2017-07-29 13:44:25",0.76555
795971,"Jackson Kuntze","2017-07-29 20:22:04",0.76555
795971,"Jackson Kuntze","2017-07-29 20:24:57",0.77990
789407,hidetomo,"2017-07-30 04:32:14",0.79904
824778,"Karl Weinmeister","2017-07-30 23:24:04",0.00000
825264,RyanAcker,"2017-07-30 23:24:06",0.75598
824778,"Karl Weinmeister","2017-07-31 00:55:25",0.78947
827788,"Shuhei Fujiwara","2017-08-01 01:15:06",0.76555
824778,"Karl Weinmeister","2017-08-01 03:13:55",0.80861
827788,"Shuhei Fujiwara","2017-08-02 01:46:48",0.77511
827788,"Shuhei Fujiwara","2017-08-02 02:41:35",0.78468
827788,"Shuhei Fujiwara","2017-08-02 02:44:49",0.78947
827788,"Shuhei Fujiwara","2017-08-02 03:05:03",0.79425
792761,"Mike Matusiak","2017-08-02 10:44:30",0.80861
628757,"Ng Bo Lin","2017-08-02 10:45:15",0.80382
827788,"Shuhei Fujiwara","2017-08-03 01:19:05",0.81818
834028,WonhoNa,"2017-08-03 13:41:08",0.75598
752253,"Pietro Avallone","2017-08-03 18:14:42",0.77990
752253,"Pietro Avallone","2017-08-03 18:20:31",0.78468
752253,"Pietro Avallone","2017-08-03 18:25:04",0.78947
825264,RyanAcker,"2017-08-03 20:48:48",0.78947
824778,"Karl Weinmeister","2017-08-04 02:25:09",0.81339
818172,dongzide,"2017-08-05 02:17:10",0.80382
752253,"Pietro Avallone","2017-08-08 20:39:22",0.79425
787485,Pedoguin,"2017-08-10 01:26:24",0.61722
794296,WangMH,"2017-08-10 02:09:41",0.52631
794296,WangMH,"2017-08-10 02:19:44",0.76555
787485,Pedoguin,"2017-08-10 06:36:39",0.62200
787485,Pedoguin,"2017-08-10 06:50:36",0.75598
317751,dataheads,"2017-08-12 00:45:26",0.80382
611054,"Mohit Chourasia","2017-08-13 07:47:30",0.77033
611054,"Mohit Chourasia","2017-08-13 07:51:27",0.78468
838336,"Sean Shahkarami","2017-08-13 19:02:58",0.78468
858811,鱼遇雨欲语与余,"2017-08-16 07:53:14",0.76555
858811,鱼遇雨欲语与余,"2017-08-17 11:42:24",0.78468
862645,shaynekang,"2017-08-19 05:28:05",0.75598
862645,shaynekang,"2017-08-19 08:34:03",0.76555
862645,shaynekang,"2017-08-19 11:46:32",0.78468
862645,shaynekang,"2017-08-19 11:53:26",0.78947
861004,neg0000273,"2017-08-19 21:09:57",0.63636
861004,neg0000273,"2017-08-19 21:25:21",0.66028
798143,"Alfonso Sancho","2017-08-19 23:47:20",0.76076
864255,manusrk,"2017-08-20 03:43:30",0.78468
